Date;Time;Tag;V1
10.06.2014 14:30:00;25;2575
10.06.2014 14:15:00;25;2575
10.06.2014 14:00:00;25;2556
10.06.2014 13:45:00;25;2543
10.06.2014 13:30:00;25;2537
10.06.2014 13:15:00;25;2543
10.06.2014 13:00:00;25;2550
10.06.2014 12:45:00;25;2550
10.06.2014 12:30:00;25;2537
10.06.2014 12:15:00;25;2525
10.06.2014 12:00:00;25;2506
10.06.2014 11:45:00;25;2487
10.06.2014 11:30:00;25;2487
10.06.2014 11:15:00;25;2493
10.06.2014 11:00:00;25;2487
10.06.2014 10:45:00;25;2487
10.06.2014 10:30:00;25;2475
10.06.2014 10:15:00;25;2475
10.06.2014 10:00:00;25;2468
10.06.2014 09:45:00;25;2468
10.06.2014 09:30:00;25;2468
10.06.2014 09:15:00;25;2468
10.06.2014 09:00:00;25;2468
10.06.2014 08:45:01;25;2468
10.06.2014 08:30:00;25;2468
10.06.2014 08:15:00;25;2468
10.06.2014 08:00:00;25;2462
10.06.2014 07:45:00;25;2456
10.06.2014 07:30:00;25;2456
10.06.2014 07:15:00;25;2456
10.06.2014 07:00:00;25;2456
10.06.2014 06:45:00;25;2456
10.06.2014 06:30:00;25;2456
10.06.2014 06:15:00;25;2456
10.06.2014 06:00:00;25;2456
10.06.2014 05:45:00;25;2456
10.06.2014 05:30:00;25;2456
10.06.2014 05:15:00;25;2450
10.06.2014 05:00:00;25;2456
10.06.2014 04:45:00;25;2456
10.06.2014 04:30:00;25;2456
10.06.2014 04:15:00;25;2456
10.06.2014 04:00:00;25;2456
10.06.2014 03:45:00;25;2456
10.06.2014 03:30:00;25;2456
10.06.2014 03:15:00;25;2456
10.06.2014 03:00:00;25;2456
10.06.2014 02:45:00;25;2456
10.06.2014 02:30:00;25;2456
10.06.2014 02:15:00;25;2456
10.06.2014 02:00:00;25;2462
10.06.2014 01:45:00;25;2462
10.06.2014 01:30:00;25;2462
10.06.2014 01:15:00;25;2462
10.06.2014 01:00:00;25;2468
10.06.2014 00:45:00;25;2462
10.06.2014 00:30:00;25;2462
10.06.2014 00:15:00;25;2462
10.06.2014 00:00:00;25;2468
09.06.2014 23:45:00;25;2468
09.06.2014 23:30:00;25;2468
09.06.2014 23:15:00;25;2468
09.06.2014 23:00:00;25;2468
09.06.2014 22:45:00;25;2468
09.06.2014 22:30:00;25;2475
09.06.2014 22:15:00;25;2475
09.06.2014 22:00:00;25;2475
09.06.2014 21:45:00;25;2475
09.06.2014 21:30:00;25;2481
09.06.2014 21:15:00;25;2481
09.06.2014 21:00:00;25;2487
09.06.2014 20:45:00;25;2481
09.06.2014 20:30:00;25;2487
09.06.2014 20:15:00;25;2487
09.06.2014 20:00:00;25;2487
09.06.2014 19:45:00;25;2493
09.06.2014 19:30:00;25;2493
09.06.2014 19:15:00;25;2493
09.06.2014 19:00:00;25;2500
09.06.2014 18:45:00;25;2500
09.06.2014 18:30:00;25;2500
09.06.2014 18:15:00;25;2500
09.06.2014 18:00:00;25;2506
09.06.2014 17:45:00;25;2506
09.06.2014 17:30:00;25;2512
09.06.2014 17:15:00;25;2512
09.06.2014 17:00:00;25;2512
09.06.2014 16:45:00;25;2506
09.06.2014 16:30:00;25;2506
09.06.2014 16:15:00;25;2500
09.06.2014 16:00:00;25;2500
09.06.2014 15:45:00;25;2506
09.06.2014 15:30:00;25;2512
09.06.2014 15:15:00;25;2512
09.06.2014 15:00:00;25;2518
09.06.2014 14:45:00;25;2525
09.06.2014 14:30:00;25;2537
09.06.2014 14:15:00;25;2543
09.06.2014 14:00:00;25;2556
09.06.2014 13:45:00;25;2550
09.06.2014 13:30:00;25;2562
09.06.2014 13:15:00;25;2556
09.06.2014 13:00:00;25;2562
09.06.2014 12:45:00;25;2562
09.06.2014 12:30:00;25;2550
09.06.2014 12:15:00;25;2562
09.06.2014 12:00:00;25;2575
09.06.2014 11:45:00;25;2593
09.06.2014 11:30:00;25;2612
09.06.2014 11:15:00;25;2612
09.06.2014 11:00:00;25;2600
09.06.2014 10:45:00;25;2587
09.06.2014 10:30:00;25;2581
09.06.2014 10:15:00;25;2587
09.06.2014 10:00:00;25;2581
09.06.2014 09:45:00;25;2562
09.06.2014 09:30:00;25;2556
09.06.2014 09:15:00;25;2543
09.06.2014 09:00:00;25;2525
09.06.2014 08:45:00;25;2518
09.06.2014 08:30:00;25;2512
09.06.2014 08:15:00;25;2506
09.06.2014 08:00:00;25;2493
09.06.2014 07:45:00;25;2475
09.06.2014 07:30:00;25;2450
09.06.2014 07:15:00;25;2425
09.06.2014 07:00:00;25;2412
09.06.2014 06:45:00;25;2412
09.06.2014 06:30:00;25;2412
09.06.2014 06:15:00;25;2412
09.06.2014 06:00:00;25;2412
09.06.2014 05:45:00;25;2412
09.06.2014 05:30:00;25;2412
09.06.2014 05:15:00;25;2412
09.06.2014 05:00:00;25;2412
09.06.2014 04:45:00;25;2412
09.06.2014 04:30:01;25;2412
09.06.2014 04:15:00;25;2412
09.06.2014 04:00:00;25;2412
09.06.2014 03:45:00;25;2412
09.06.2014 03:30:00;25;2412
09.06.2014 03:15:00;25;2412
09.06.2014 03:00:00;25;2418
09.06.2014 02:45:00;25;2418
09.06.2014 02:30:00;25;2418
09.06.2014 02:15:00;25;2418
09.06.2014 02:00:00;25;2418
09.06.2014 01:45:00;25;2418
09.06.2014 01:30:00;25;2418
09.06.2014 01:15:00;25;2425
09.06.2014 01:00:00;25;2425
09.06.2014 00:45:00;25;2425
09.06.2014 00:30:00;25;2425
09.06.2014 00:15:00;25;2425
09.06.2014 00:00:00;25;2425
08.06.2014 23:45:00;25;2431
08.06.2014 23:30:00;25;2431
08.06.2014 23:15:00;25;2431
08.06.2014 23:00:00;25;2431
08.06.2014 22:45:00;25;2431
08.06.2014 22:30:00;25;2431
08.06.2014 22:15:00;25;2431
08.06.2014 22:00:00;25;2431
08.06.2014 21:45:00;25;2437
08.06.2014 21:30:00;25;2437
08.06.2014 21:15:00;25;2437
08.06.2014 21:00:00;25;2443
08.06.2014 20:45:00;25;2443
08.06.2014 20:30:00;25;2443
08.06.2014 20:15:00;25;2450
08.06.2014 20:00:00;25;2450
08.06.2014 19:45:00;25;2450
08.06.2014 19:30:00;25;2450
08.06.2014 19:15:00;25;2456
08.06.2014 19:00:00;25;2456
08.06.2014 18:45:00;25;2462
08.06.2014 18:30:00;25;2462
08.06.2014 18:15:00;25;2462
08.06.2014 18:00:00;25;2462
08.06.2014 17:45:00;25;2468
08.06.2014 17:30:00;25;2468
08.06.2014 17:15:00;25;2468
08.06.2014 17:00:00;25;2468
08.06.2014 16:45:00;25;2468
08.06.2014 16:30:00;25;2462
08.06.2014 16:15:00;25;2462
08.06.2014 16:00:00;25;2462
08.06.2014 15:45:00;25;2462
08.06.2014 15:30:00;25;2462
08.06.2014 15:15:00;25;2462
08.06.2014 15:00:00;25;2462
08.06.2014 14:45:00;25;2462
08.06.2014 14:30:00;25;2456
08.06.2014 14:15:00;25;2456
08.06.2014 14:00:00;25;2443
08.06.2014 13:45:00;25;2443
08.06.2014 13:30:00;25;2450
08.06.2014 13:15:00;25;2456
08.06.2014 13:00:00;25;2456
08.06.2014 12:45:00;25;2456
08.06.2014 12:30:00;25;2462
08.06.2014 12:15:00;25;2462
08.06.2014 12:00:00;25;2468
08.06.2014 11:45:00;25;2468
08.06.2014 11:30:00;25;2468
